#0:
>0:40.45,117.05;40.39,116.61;
#1:
>0:39.62,117.12;41.03,116.88;
#2:
>0:40.5,116.63;40.01,116.96;
#3:
>0:40.01,116.64;38.13,116.49;36.76,115.77;37.84,115.05;38.03,113.91;
#4:
>0:40.66,116.59;39.96,116.91;
#5:
>0:40.34,117.12;40.52,116.66;
#6:
>0:40.07,116.64;40.3,116.49;
#7:
>0:40.79,116.49;40.6,116.48;
#8:
>0:40.02,113.05;38.64,113.71;36.49,114.24;34.65,115.19;33.42,116.12;32.14,116.55;
#9:
>0:37.03,115.62;33.99,115.39;33.02,116.04;32.12,116.12;
#10:
>0:39.59,116.53;40.21,116.5;
#11:
>0:40.65,116.61;40.06,116.93;
#12:
>0:40.37,116.08;40.28,117.09;
#13:
>0:40.51,116.57;40.23,116.83;
#14:
>0:39.88,116.69;40.14,117.02;
#15:
>0:39.6,117.01;40.91,116.99;
#16:
>0:30.56,113.46;30.79,113.24;
#17:
>0:39.98,117.04;40.16,115.9;
#18:
>0:40.58,116.51;40.8,116.74;
#19:
>0:39.03,114.22;40.32,115.17;38.08,116.04;41.13,116.78;
#20:
>0:39.66,116.43;40.98,116.72;
#21:
>0:40.24,116.59;40.26,116.87;
#22:
>0:33.98,115.93;36.29,115.17;37.51,114.63;37.51,113.68;39.39,112.87;
#23:
>0:36.45,114.34;38.74,115.52;40.1,115.54;38.09,117.02;
#24:
>0:36.66,115.13;37.29,114.25;39.56,114.39;
#25:
>0:30.79,113.36;33.12,113.21;34.42,113.65;36.16,113.86;38.31,114.12;40.15,115.31;
#26:
>0:40.44,116.54;40.4,116.8;
#27:
>0:33.55,116.34;32.39,114.93;32.12,114.83;
#28:
>0:30.74,116.96;32.61,116.8;34.58,115.87;37.02,115.63;38.72,113.56;
#29:
>0:39.73,116.95;41.1,116.62;
#30:
>0:39.61,116.79;40.65,116.59;
#31:
>0:36.58,113.21;34.48,113.71;36.57,114.48;38.23,115.35;40.19,115.52;38.07,116.59;
#32:
>0:31.86,113.86;33.29,113.44;34.63,114.36;34.91,113.75;35.83,114.68;39.71,115.05;
#33:
>0:34.35,116.14;32.57,116.35;30.85,116.36;
#34:
>0:36.18,113.69;38.45,112.67;
#35:
>0:33.28,113.01;33.89,113.9;35.89,113.56;37.12,114.14;36.92,115.82;
#36:
>0:40.68,116.77;39.6,117.15;
#37:
>0:39.11,116.24;38.4,114.99;36.1,114.39;
#38:
>0:34.51,113.91;36.5,113.69;37.72,114.33;36.01,114.89;38.75,116.84;
#39:
>0:40.99,116.46;40.07,117.05;
#40:
>0:36.92,113.21;37.63,113.47;39.09,114.71;36.14,115.11;
#41:
>0:40.02,116.42;40.15,116.57;
#42:
>0:39.88,116.41;40.25,116.67;
#43:
>0:40.69,117.1;41.08,116.76;
#44:
>0:40.22,116.87;40.79,116.67;
#45:
>0:41.02,117.07;40.17,116.92;
#46:
>0:41.02,116.82;40.26,116.61;
#47:
>0:40.7,116.86;40.47,116.77;
#48:
>0:36.7,115.64;37.42,114.62;39.58,114.28;
#49:
>0:38.07,113.06;36.22,113.17;
#50:
>0:38.89,114.71;38.69,115.1;37.45,116.09;
#51:
>0:32.77,113.82;32.64,114.26;34.55,115.47;33.57,116.05;34.02,116.73;
#52:
>0:40.97,116.79;40.71,116.7;
#53:
