#0:
>0:40.44,116.38;40.3,116.62;
#1:
>0:40.65,116.91;40.5,116.09;
#2:
>0:40.76,116.85;39.61,116.13;
#3:
>0:40.27,116.78;40.72,116.78;
#4:
>0:35.4,119.03;32.64,118.63;
#5:
>0:40.06,116.55;40.73,116.39;
#6:
>0:40.08,116.52;39.59,116.65;
#7:
>0:40.11,116.57;40.49,116.97;
#8:
>0:40.5,116.18;39.34,117.06;38.37,118.11;37.03,118.85;37.4,118.39;36.89,119.41;37.3,120.59;38.68,119.56;37.13,120.2;34.43,120.84;35.46,119.95;31.32,121.09;
#9:
>0:40.25,116.92;40.61,116.6;
#10:
>0:40.41,116.15;39.49,116.18;
#11:
>0:39.16,117.5;37.35,118.45;36.85,118.92;37.24,119.25;37.91,120.96;
#12:
>0:39.59,116.78;40.49,116.09;
#13:
>0:32.23,121.09;31.51,120.93;
#14:
>0:40.81,116.3;40.55,116.6;
#15:
>0:39.84,116.33;40.44,117.13;
#16:
>0:38.36,121.25;35.97,121.38;38.31,120.54;39.19,119.02;39.07,117.63;
#17:
>0:34.23,117.48;35.26,116.41;31.3,117.17;
#18:
>0:40.51,116.81;39.84,117.14;
#19:
>0:39.88,116.82;40.24,116.69;
#20:
>0:40.91,116.92;39.54,116.95;
#21:
>0:35.96,119.91;36.02,119.05;36.11,118.46;36.18,117.07;
#22:
>0:39.98,117.27;40.13,116.94;
#23:
>0:40.3,116.58;40.71,116.4;
#24:
>0:36.67,120.74;37.45,120.14;39.47,119.06;39.63,118.09;36.65,117.01;
#25:
>0:39.03,118.96;38.7,118.09;37.32,117.36;35.91,117.83;34.84,118.72;32.47,120.34;
#26:
>0:40.63,116.5;40.63,116.67;
#27:
>0:40.16,116.47;39.52,116.81;
#28:
>0:40.68,116.73;40.53,116.83;
#29:
>0:31.18,121.13;31.95,120.87;
#30:
>0:32.48,121.05;32.4,121.16;
#31:
>0:40.76,116.86;39.78,116.35;
#32:
>0:31.92,121.3;31.29,121.16;
#33:
>0:40.48,116.39;39.52,116.23;
#34:
>0:40.46,116.48;39.99,116.17;
#35:
>0:39.94,116.25;40.66,116.87;
#36:
>0:39.76,116.75;40.54,116.49;
#37:
>0:40.52,116.15;40.83,116.55;
#38:
>0:40.81,116.68;39.72,116.3;
#39:
>0:39.62,116.81;40.74,116.83;
#40:
>0:40.84,116.45;39.84,116.47;
#41:
>0:40.73,116.59;39.95,116.72;
#42:
>0:40.61,116.92;39.75,116.98;
#43:
>0:40.11,116.85;40.5,116.07;
#44:
>0:32.94,117.23;33.51,118.23;
#45:
>0:39.85,116.69;40.51,116.51;
#46:
>0:40.24,116.5;40.69,116.89;
#47:
>0:39.64,117.79;37.26,118.47;36.15,119.1;35.84,120.39;
#48:
>0:40.03,116.54;40.61,116.81;
#49:
>0:35.09,116.36;33.57,116.73;
#50:
>0:39.18,120.38;39.69,119.57;
#51:
>0:39.78,116.8;39.48,116.39;
#52:
>0:32.63,120.29;35.07,121.49;37.02,120.81;38.41,121.08;
#53:
>0:37.76,119.38;39.07,119.83;
#54:
>0:36.46,116.51;36.69,117.71;34.85,118.55;38.45,119.64;
#55:
>0:40.35,116.81;39.87,116.86;
#56:
>0:39.53,116.87;40.97,116.27;
#57:
>0:39.49,116.23;40.95,116.52;
#58:
>0:39.88,117.17;40.27,116.98;
#59:
>0:34.32,119.94;33.43,120.42;32.35,118.41;
#60:
>0:39.97,116.12;39.6,116.61;
#61:
>0:39.73,116.69;39.63,116.55;
#62:
>0:40.81,116.16;40.25,116.65;
#63:
>0:31.2,121.46;31.48,121.14;
#64:
>0:39.47,116.61;39.58,116.6;
#65:
>0:31.25,117.72;32.11,118.71;
#66:
>0:39.9,116.24;40.9,116.69;
#67:
>0:39.79,116.7;40.26,116.29;
#68:
>0:34.65,117.97;36.0,118.27;37.95,118.17;
#69:
>0:40.95,117.31;40.08,116.28;
#70:
>0:39.9,116.55;39.64,116.93;
#71:
>0:39.97,116.64;40.88,116.77;
#72:
>0:39.63,116.51;40.43,117.02;
#73:
>0:32.55,116.2;32.64,117.44;35.66,117.87;36.92,118.7;38.39,119.02;39.21,121.02;
#74:
>0:31.81,121.24;31.77,121.53;
#75:
>0:40.64,116.5;40.11,116.59;
#76:
>0:34.23,118.33;36.2,118.49;38.43,119.16;39.63,120.78;
#77:
>0:40.82,116.43;40.64,116.91;
#78:
>0:38.91,121.06;38.57,119.92;35.8,119.44;35.19,118.71;33.85,117.71;33.81,116.07;
#79:
>0:39.58,116.18;39.48,116.95;
#80:
>0:39.54,116.79;40.38,117.28;
#81:
>0:39.95,117.42;39.7,116.86;
#82:
>0:31.52,121.36;31.72,120.44;33.23,120.52;32.73,119.68;34.63,118.19;36.66,118.41;40.45,116.5;
#83:
>0:40.64,116.98;39.74,116.65;
#84:
>0:39.74,116.48;40.27,116.48;
#85:
>0:31.11,121.49;31.39,121.09;
#86:
>0:40.22,116.75;39.87,116.55;
#87:
>0:39.59,116.43;39.64,116.49;
#88:
>0:40.96,116.35;39.86,116.33;
#89:
>0:34.37,117.6;33.6,118.5;
#90:
>0:36.74,119.52;38.42,119.51;36.94,121.13;
#91:
>0:39.89,116.26;40.24,116.11;
#92:
>0:39.64,117.22;40.2,116.9;
#93:
>0:40.37,116.83;40.14,116.61;
#94:
>0:40.68,116.63;40.47,116.59;
#95:
>0:40.41,116.69;39.48,116.96;
#96:
>0:40.3,116.92;40.7,116.65;
#97:
>0:40.51,116.39;39.52,116.37;
#98:
>0:39.74,116.07;39.49,116.95;
#99:
>0:40.74,116.58;40.47,116.63;
#100:
>0:40.65,116.5;40.41,116.41;
#101:
>0:40.2,116.39;39.87,116.39;
#102:
>0:40.42,116.28;39.89,116.34;
#103:
>0:39.81,116.78;40.79,116.84;
#104:
>0:32.88,118.45;34.29,117.27;36.51,118.28;37.39,117.04;39.57,117.42;
#105:
>0:40.02,116.08;39.58,116.73;
#106:
>0:39.76,116.5;39.61,116.95;
#107:
>0:32.35,119.11;32.69,118.82;35.04,118.06;37.13,118.07;37.68,119.77;
#108:
>0:40.58,116.33;40.37,116.54;
#109:
>0:40.82,116.81;39.82,116.26;
#110:
>0:35.39,116.64;35.87,116.81;38.64,117.82;36.72,117.96;35.38,119.53;31.19,121.23;
#111:
>0:40.13,116.13;39.73,116.37;
#112:
>0:39.79,116.11;40.81,116.53;
#113:
>0:40.3,116.09;39.76,116.75;
#114:
>0:39.49,116.56;40.63,116.15;
#115:
>0:40.39,116.55;40.94,116.61;
#116:
