#0:
>0:39.96,117.31;39.87,115.54;
#1:
>0:39.4,115.91;39.66,116.19;
#2:
>0:39.76,117.26;39.78,115.68;
#3:
>0:38.95,111.71;38.93,109.92;
#4:
>0:39.49,107.87;40.22,107.49;40.73,110.28;40.26,111.91;40.0,117.31;
#5:
>0:40.22,116.56;39.48,116.96;39.7,118.75;39.62,115.96;
#6:
>0:39.72,116.84;40.19,115.7;40.27,115.93;
#7:
>0:39.89,116.61;39.51,114.03;39.89,115.58;
#8:
>0:39.26,115.38;39.75,116.37;
#9:
>0:39.83,116.72;39.46,115.39;
#10:
>0:39.55,117.2;39.99,114.0;39.7,115.61;
#11:
>0:39.26,117.13;39.43,115.58;
#12:
>0:39.58,115.37;39.46,114.16;39.52,115.61;
#13:
>0:39.86,117.03;39.97,117.17;
#14:
>0:39.4,116.41;39.75,116.5;
#15:
>0:39.66,115.44;39.78,117.0;
#16:
>0:39.26,117.3;39.3,117.0;
#17:
>0:40.12,116.56;40.0,116.11;39.86,115.86;
#18:
>0:39.74,115.33;39.85,117.13;
#19:
>0:36.72,112.51;36.75,110.13;36.41,107.51;
#20:
>0:39.67,115.88;39.65,115.59;
#21:
>0:39.45,116.62;39.97,115.88;
#22:
>0:36.85,112.46;36.37,111.34;
#23:
>0:39.27,116.53;39.38,116.99;
#24:
>0:39.62,115.31;39.56,114.16;39.76,115.32;
#25:
>0:39.57,115.37;39.69,115.91;
#26:
>0:40.78,116.24;40.11,116.54;
#27:
>0:39.96,117.16;39.85,117.07;
#28:
>0:40.25,115.28;39.79,116.77;39.79,114.78;39.52,117.3;
#29:
>0:39.6,115.42;39.84,115.38;
#30:
>0:40.42,110.77;39.31,112.13;39.63,114.0;39.03,117.14;37.65,117.6;
#31:
>0:39.89,119.1;38.58,116.07;38.47,115.44;
#32:
>0:40.57,117.01;39.38,115.56;39.61,114.64;39.34,115.94;
#33:
>0:39.82,115.25;39.77,116.62;
#34:
>0:40.52,115.49;39.77,116.61;
#35:
>0:40.26,116.49;39.27,115.45;38.74,113.53;39.52,115.69;
#36:
>0:39.6,116.82;39.43,115.53;
#37:
>0:39.27,115.28;39.27,116.72;
#38:
>0:39.64,115.96;39.94,114.73;39.84,115.63;
#39:
>0:39.53,117.19;39.62,116.73;
#40:
>0:39.84,115.82;39.69,116.64;
#41:
>0:39.72,116.08;39.66,115.87;
#42:
>0:39.45,115.87;39.3,119.45;39.68,116.0;
#43:
>0:39.38,116.81;39.43,116.79;
#44:
>0:40.43,116.88;40.09,116.74;
#45:
>0:39.27,116.57;39.65,115.86;
#46:
>0:39.48,115.33;39.5,116.48;
#47:
>0:39.42,117.08;39.39,115.45;
#48:
>0:40.12,117.19;40.59,116.58;
#49:
>0:36.4,109.11;36.96,110.86;37.82,111.85;38.8,111.22;39.32,109.94;40.59,109.51;
#50:
>0:40.01,117.16;39.6,115.58;
#51:
>0:40.46,114.26;39.99,115.25;39.53,113.8;39.09,114.57;37.68,111.41;
#52:
>0:39.4,116.76;39.45,116.5;
#53:
>0:36.51,109.04;37.48,111.32;37.92,114.12;38.55,113.57;39.26,118.12;
#54:
>0:38.58,112.96;39.31,111.94;39.3,114.79;39.48,117.42;
#55:
>0:40.17,117.1;39.75,116.66;
#56:
>0:39.49,115.58;39.67,115.44;
#57:
>0:40.44,115.8;40.66,116.68;
#58:
>0:40.05,107.2;39.7,108.94;39.06,111.86;37.97,113.08;37.38,117.38;37.29,117.76;
#59:
>0:39.47,116.61;39.94,116.58;
#60:
>0:36.92,115.91;36.39,118.92;37.16,116.53;38.89,112.33;
#61:
>0:39.6,115.73;39.28,115.66;
#62:
>0:39.84,116.19;39.68,115.25;
#63:
>0:39.61,117.24;39.86,116.1;
#64:
>0:39.62,115.77;39.89,116.58;
#65:
>0:39.53,117.27;39.32,115.39;
#66:
>0:39.89,115.46;40.0,115.17;39.56,116.16;
#67:
>0:39.94,116.72;39.25,115.54;
#68:
>0:39.26,116.22;39.72,115.34;
#69:
>0:39.62,116.74;39.58,117.36;
#70:
