#0:
>0:39.92,117.74;39.71,117.32;
#1:
>0:40.29,116.54;40.23,115.95;39.72,116.18;
#2:
>0:40.03,113.3;40.38,116.64;38.77,116.8;
#3:
>0:39.76,116.41;40.31,116.53;
#4:
>0:40.03,117.38;40.4,117.38;
#5:
>0:40.28,116.91;40.16,117.1;
#6:
>0:40.28,117.2;39.93,117.12;40.1,115.68;
#7:
>0:40.07,117.34;40.3,118.11;
#8:
>0:40.15,118.04;39.83,117.15;
#9:
>0:39.86,116.12;39.55,117.12;
#10:
>0:40.18,117.07;40.16,117.36;39.73,117.4;
#11:
>0:40.29,118.47;40.12,117.43;
#12:
>0:39.65,116.04;40.59,117.26;40.03,116.74;40.39,116.76;40.08,116.48;
#13:
>0:40.11,116.32;39.72,115.75;
#14:
>0:39.95,115.74;39.98,117.73;
#15:
>0:39.89,116.67;39.64,118.2;
#16:
>0:40.2,117.38;40.09,118.2;40.16,117.07;
#17:
>0:40.12,116.44;40.1,115.32;40.68,116.75;
#18:
>0:40.21,116.21;40.12,116.77;
#19:
>0:40.35,113.57;39.37,114.82;38.73,112.49;37.74,113.01;36.94,114.08;36.61,114.16;
#20:
>0:40.1,116.15;40.15,116.28;
#21:
>0:39.81,117.25;39.86,117.0;40.26,117.02;
#22:
>0:39.94,117.21;39.87,117.07;39.98,116.81;
#23:
>0:38.26,116.56;37.07,115.73;
#24:
>0:40.1,116.64;40.3,117.17;
#25:
>0:40.03,117.1;40.31,115.96;
#26:
>0:40.22,116.91;39.66,116.51;40.2,117.3;
#27:
>0:38.16,117.28;37.04,116.51;
#28:
>0:39.8,117.31;40.57,115.86;39.83,117.13;40.39,116.51;
#29:
>0:40.02,116.58;39.74,117.01;39.95,117.39;
#30:
>0:40.18,117.24;40.04,117.33;
#31:
>0:39.81,117.39;39.81,117.95;
#32:
>0:39.64,115.71;40.37,115.25;
#33:
>0:39.74,115.9;40.18,115.44;
#34:
>0:39.97,117.32;39.76,116.66;
#35:
>0:40.55,117.33;40.39,116.37;
#36:
