#0:
>0:39.42,112.8;42.25,125.14;
#1:
>0:43.06,112.1;38.6,99.41;
#2:
>0:40.27,146.66;39.99,129.81;
#3:
>0:38.98,111.21;38.9,100.04;
#4:
>0:37.38,124.28;38.58,105.53;
#5:
>0:39.42,131.11;38.02,96.91;
#6:
>0:38.7,123.84;43.81,115.88;
#7:
>0:37.17,101.82;39.29,122.39;
#8:
>0:39.55,96.38;40.25,92.93;
#9:
>0:25.53,104.81;25.25,78.81;
#10:
>0:38.25,117.44;39.06,135.54;
#11:
>0:41.28,131.68;41.85,104.28;
#12:
>0:42.86,100.24;38.41,146.9;
#13:
>0:41.71,142.32;39.09,141.32;
#14:
>0:38.21,136.19;42.91,148.53;
#15:
>0:40.63,133.92;42.38,99.83;
#16:
>0:37.33,133.31;38.33,123.69;
#17:
>0:37.46,125.74;38.91,126.72;
#18:
>0:37.72,138.67;41.63,138.2;
#19:
>0:22.45,66.02;22.5,61.47;
#20:
>0:43.2,122.04;42.15,113.01;
#21:
>0:41.72,144.38;42.0,120.46;
#22:
>0:41.04,117.59;40.05,144.83;
#23:
>0:42.0,110.72;42.95,80.0;
#24:
>0:43.32,99.47;40.34,75.0;
#25:
>0:39.68,129.3;38.17,100.35;
#26:
>0:52.25,17.81;58.11,16.35;46.15,125.83;
#27:
>0:38.29,91.42;39.66,131.74;
#28:
>0:39.69,140.06;37.28,99.02;
#29:
>0:39.17,139.29;37.99,124.36;
#30:
>0:38.15,128.31;42.43,107.07;
#31:
>0:39.1,108.39;42.94,100.8;
#32:
>0:40.55,130.11;40.24,120.72;
#33:
>0:38.88,97.52;41.46,142.58;
#34:
>0:38.13,112.51;38.07,143.43;
#35:
>0:43.13,130.08;41.58,130.1;
#36:
>0:22.38,104.46;26.43,110.17;
#37:
>0:42.85,118.66;40.3,93.84;
#38:
>0:37.75,98.64;38.9,100.04;
#39:
>0:41.88,126.0;38.3,137.13;
#40:
>0:42.91,97.52;39.74,94.41;
#41:
>0:26.24,99.24;23.92,106.47;
#42:
>0:41.47,139.53;41.26,93.09;
#43:
>0:39.01,142.82;40.15,91.19;
#44:
>0:42.94,119.79;43.98,91.34;
#45:
>0:38.05,93.98;37.47,142.72;
#46:
>0:43.06,116.58;42.73,134.01;
#47:
>0:42.26,95.79;45.08,109.81;
#48:
>0:29.79,-48.5;35.11,-80.06;34.23,-144.46;
#49:
>0:37.78,130.75;39.8,116.16;
#50:
>0:43.01,138.72;38.14,104.33;
#51:
>0:42.68,144.03;41.8,147.95;
#52:
>0:43.04,76.66;42.93,142.61;
#53:
>0:25.01,-68.14;25.96,-155.37;28.09,-169.22;36.61,-127.52;44.64,-114.27;58.49,9.22;
#54:
>0:39.61,94.77;38.55,143.4;
#55:
>0:41.42,128.41;40.67,149.91;
#56:
>0:38.95,132.9;37.91,111.58;
#57:
>0:38.03,100.77;40.52,146.83;
#58:
>0:24.01,114.06;24.03,96.56;
#59:
>0:39.66,142.51;37.86,126.74;
#60:
>0:41.37,92.94;38.21,95.13;
#61:
>0:41.27,118.59;40.06,144.57;
#62:
>0:38.4,116.43;38.69,135.12;
#63:
>0:37.64,137.26;37.43,117.51;
#64:
>0:39.14,110.2;43.24,105.76;
#65:
>0:37.7,101.21;39.76,149.39;
#66:
>0:38.32,138.44;40.37,139.71;
#67:
>0:25.54,111.26;25.11,113.71;
#68:
>0:41.66,122.24;37.61,114.15;
#69:
>0:41.43,119.91;42.58,140.7;
#70:
>0:39.17,114.71;43.04,136.79;
#71:
>0:39.24,137.98;40.42,131.73;
#72:
>0:39.0,101.56;37.37,112.96;
#73:
>0:41.46,125.74;40.58,139.28;
#74:
>0:37.13,107.42;38.16,139.92;
#75:
>0:40.58,138.92;42.04,140.79;
#76:
>0:58.16,108.65;52.14,31.84;41.99,-39.84;37.37,-19.08;30.44,23.11;
#77:
>0:39.43,129.67;38.2,131.41;
#78:
>0:37.85,141.6;37.84,126.39;
#79:
>0:41.84,122.58;40.52,125.38;
#80:
>0:43.28,144.44;37.32,102.57;
#81:
>0:37.19,136.35;38.44,108.4;
#82:
>0:41.11,114.5;38.57,90.47;
#83:
>0:41.21,141.91;42.98,131.17;
#84:
>0:38.07,145.15;40.72,134.34;
#85:
>0:41.84,106.91;39.13,144.72;
#86:
>0:38.78,128.53;40.28,135.72;
#87:
>0:38.17,121.78;37.32,148.09;
#88:
>0:37.54,107.18;40.43,109.34;
#89:
>0:42.69,148.02;38.26,127.05;
#90:
>0:38.65,121.07;38.16,146.76;
#91:
>0:42.34,145.04;39.4,146.77;
#92:
>0:42.91,140.05;37.73,103.48;
#93:
>0:37.38,149.12;41.93,132.28;
#94:
>0:37.14,93.86;40.27,92.02;
#95:
>0:41.32,112.46;37.7,103.15;
#96:
>0:41.9,127.14;38.67,139.63;
#97:
>0:39.36,139.64;40.85,94.7;
#98:
>0:42.9,100.8;42.71,90.3;
#99:
>0:38.43,118.68;38.68,99.79;
#100:
>0:38.84,122.25;39.41,134.67;
#101:
>0:33.07,-66.66;27.15,-112.63;23.39,-13.19;21.93,105.48;
#102:
>0:40.34,140.98;41.87,140.84;
#103:
>0:41.83,120.71;37.23,145.07;
#104:
>0:43.28,90.19;37.3,113.47;
#105:
>0:39.56,110.49;40.4,138.71;
#106:
>0:39.96,111.77;42.35,91.99;
#107:
>0:42.68,139.29;39.74,105.0;
#108:
>0:38.14,119.1;37.5,112.25;
#109:
>0:45.62,102.48;43.38,79.51;
#110:
>0:37.35,97.99;42.71,142.53;
#111:
>0:42.73,131.17;42.36,101.31;
#112:
>0:30.41,56.73;37.14,15.16;39.29,137.16;
#113:
>0:43.25,110.19;42.22,122.08;
#114:
>0:42.14,95.13;37.66,108.54;
#115:
>0:39.39,110.64;35.51,133.05;
#116:
>0:37.43,133.49;37.62,95.05;
