#0:
>0:40.17,119.32;39.37,119.61;
#1:
>0:40.0,116.8;40.88,116.39;
#2:
>0:40.29,116.37;40.6,116.77;
#3:
>0:39.66,116.18;40.31,116.86;
#4:
>0:31.55,120.77;32.57,120.93;
#5:
>0:40.72,116.21;40.51,116.21;
#6:
>0:33.99,120.14;34.37,120.29;35.92,118.41;
#7:
>0:32.11,121.19;32.84,120.51;34.88,119.55;36.46,118.06;38.21,117.67;39.85,116.6;
#8:
>0:39.69,116.23;39.53,116.59;
#9:
>0:40.06,116.58;40.51,116.91;
#10:
>0:40.21,116.52;40.23,116.94;
#11:
>0:40.16,116.83;40.6,116.65;
#12:
>0:34.51,121.22;33.43,119.78;32.76,119.41;33.96,118.03;34.62,117.26;
#13:
>0:39.64,120.5;38.67,119.03;35.93,119.28;35.35,120.1;33.44,118.92;31.41,119.18;
#14:
>0:36.09,118.98;34.48,119.04;38.11,117.73;
#15:
>0:39.78,116.65;40.51,116.24;
#16:
>0:35.52,117.82;37.16,117.59;
#17:
>0:39.9,116.18;40.46,116.31;
#18:
>0:40.63,116.23;40.28,116.85;
#19:
>0:31.51,121.06;32.28,120.93;
#20:
>0:39.64,117.16;40.39,116.49;
#21:
>0:40.43,116.82;40.95,116.47;
#22:
>0:39.88,116.14;40.95,116.94;
#23:
>0:39.49,116.31;40.14,116.92;
#24:
>0:40.63,116.95;40.54,116.58;
#25:
>0:38.8,119.63;38.51,120.16;35.82,119.21;34.24,120.36;
#26:
>0:39.69,116.94;40.48,116.77;
#27:
>0:39.97,116.65;39.66,116.65;
#28:
>0:40.09,116.54;39.83,116.47;
#29:
>0:39.37,120.04;37.78,119.72;
#30:
>0:34.64,118.81;36.25,118.38;38.27,118.73;38.72,119.71;
#31:
>0:40.05,116.6;40.61,116.73;
#32:
>0:39.1,120.58;37.87,119.53;
#33:
>0:39.61,116.21;40.88,116.81;
#34:
>0:40.3,116.97;40.28,116.51;
#35:
>0:39.7,116.62;40.07,116.87;
#36:
>0:39.53,116.81;38.4,117.54;35.97,118.58;34.78,118.98;33.43,119.86;
#37:
>0:34.76,116.23;35.58,117.14;35.43,118.67;
#38:
>0:39.62,116.22;39.98,116.41;
#39:
>0:40.96,116.56;40.29,116.84;
#40:
>0:40.56,116.56;40.43,116.95;
#41:
>0:40.77,116.08;39.48,116.07;
#42:
>0:39.6,116.13;39.93,116.47;
#43:
>0:40.02,116.12;40.6,116.61;
#44:
>0:31.74,120.84;32.31,120.84;
#45:
>0:31.21,120.66;32.76,120.34;35.09,119.69;35.82,118.29;35.36,119.36;36.05,118.11;37.41,117.34;37.44,116.29;37.78,117.41;36.13,116.69;38.41,116.18;
#46:
>0:37.58,117.68;36.92,116.69;34.63,117.39;32.86,118.54;
#47:
>0:40.26,116.3;39.79,116.93;
#48:
>0:40.16,116.12;40.44,116.33;
#49:
>0:39.6,118.05;39.81,117.95;
#50:
>0:40.47,116.34;40.45,116.4;
#51:
>0:39.64,116.49;40.31,116.15;
#52:
>0:39.87,117.28;40.12,116.1;
#53:
>0:32.08,121.11;32.08,121.31;
#54:
>0:40.04,116.74;40.73,116.57;
#55:
>0:32.3,120.98;33.84,120.45;35.41,119.11;36.31,118.64;38.19,117.05;39.67,116.28;39.98,116.91;
#56:
>0:40.09,116.86;39.58,116.25;
#57:
>0:39.95,116.27;40.58,116.42;
#58:
>0:37.71,119.88;35.81,119.57;34.96,118.89;
#59:
>0:40.17,116.53;40.02,116.38;
#60:
>0:40.48,116.41;40.09,116.7;
#61:
>0:39.47,116.12;40.8,116.72;
#62:
>0:39.5,116.72;39.73,116.27;
#63:
>0:40.33,116.32;40.41,116.48;
#64:
>0:32.09,120.73;32.56,121.21;
#65:
>0:39.85,116.32;40.29,116.68;
#66:
>0:40.07,117.23;40.69,116.1;
#67:
>0:39.81,116.37;40.04,116.48;
#68:
>0:40.59,116.59;39.88,116.2;
#69:
>0:37.19,118.32;38.23,119.11;36.97,119.61;34.1,119.11;
#70:
>0:40.63,116.19;39.99,116.43;
#71:
>0:40.7,116.37;40.5,116.44;
#72:
>0:40.1,116.72;39.56,116.91;
#73:
>0:39.51,116.95;39.47,116.88;
#74:
>0:37.67,117.19;36.95,116.42;34.9,116.27;32.98,118.33;
#75:
>0:38.21,117.72;38.06,116.98;
#76:
>0:40.01,116.42;39.61,116.62;
#77:
>0:40.19,121.23;39.45,119.96;38.32,121.1;37.1,120.18;34.71,120.97;32.43,119.7;
#78:
>0:40.28,116.65;40.41,116.5;
#79:
>0:39.58,116.5;39.47,116.65;
#80:
>0:39.79,116.21;39.89,116.68;
#81:
>0:40.57,116.72;40.66,116.58;
#82:
>0:38.61,117.83;38.41,116.82;36.78,116.84;34.71,117.47;31.89,116.52;
#83:
>0:40.17,116.98;40.65,116.42;
#84:
>0:36.09,119.39;34.84,118.83;34.96,118.08;31.9,116.7;
#85:
>0:40.01,116.58;40.05,116.5;
#86:
>0:36.62,117.57;37.24,116.49;
#87:
>0:40.7,116.64;40.96,116.97;
#88:
>0:32.35,121.02;33.69,120.81;32.61,119.63;
#89:
>0:35.38,120.16;32.67,119.21;33.93,118.48;33.15,117.47;31.79,116.5;
#90:
>0:40.86,116.77;39.97,116.86;
#91:
>0:37.41,118.34;36.31,118.66;36.91,116.23;
#92:
>0:40.79,116.36;39.51,116.65;
#93:
>0:40.19,116.88;39.74,116.53;
#94:
>0:33.95,118.96;34.09,118.43;34.4,118.79;38.14,116.68;
#95:
>0:39.77,116.23;40.52,116.19;
#96:
>0:40.2,116.85;39.34,116.88;
#97:
>0:31.5,118.41;32.52,119.44;33.42,120.07;34.24,119.45;37.59,117.01;
#98:
>0:40.75,116.68;40.27,116.52;
#99:
>0:40.8,116.65;39.76,116.91;
#100:
>0:40.39,116.96;40.86,116.74;
#101:
>0:40.46,116.66;40.5,116.79;
#102:
>0:38.7,116.12;40.16,116.99;
#103:
>0:32.26,120.84;31.84,120.7;
#104:
>0:31.65,120.58;31.97,120.7;33.71,121.12;36.55,120.29;
#105:
>0:40.28,117.06;39.87,117.35;
#106:
>0:38.95,117.09;38.13,116.98;37.02,116.22;35.16,116.94;
#107:
>0:40.67,116.83;40.55,116.65;
#108:
>0:31.99,120.9;31.45,121.11;
#109:
>0:39.58,116.95;40.3,116.84;
#110:
>0:39.82,116.4;40.73,116.3;
#111:
>0:33.5,116.77;35.19,117.69;36.17,116.56;37.62,116.73;39.84,117.84;
#112:
>0:31.49,119.51;31.33,118.0;
#113:
>0:39.75,116.18;40.42,116.9;
#114:
>0:40.89,116.37;40.92,116.3;
#115:
>0:39.28,119.86;37.46,119.68;36.77,119.04;35.21,119.58;34.59,118.14;32.3,116.27;
#116:
>0:32.7,116.17;31.39,117.11;32.35,118.73;31.81,119.6;32.97,120.09;36.81,121.29;
#117:
>0:40.98,116.45;40.0,116.39;
#118:
>0:35.93,120.06;38.04,118.82;35.68,119.15;37.92,117.59;
#119:
>0:39.86,116.41;39.66,116.15;
#120:
>0:39.71,116.71;40.52,116.87;
#121:
>0:32.69,116.72;32.25,117.53;33.6,118.69;32.34,118.87;
#122:
>0:40.92,116.83;40.03,116.67;
#123:
>0:35.36,120.35;34.27,119.19;35.94,118.4;38.55,117.69;38.64,116.23;
#124:
