#0:
>0:39.42,116.73;40.5,115.99;
#1:
>0:39.13,116.79;40.48,116.27;
#2:
>0:39.69,116.76;39.14,116.73;
#3:
>0:29.83,106.55;29.58,106.27;
#4:
>0:36.85,107.47;33.35,109.01;34.06,110.19;34.77,113.17;34.69,113.83;
#5:
>0:40.35,115.99;39.17,116.63;
#6:
>0:39.03,115.65;40.46,116.34;
#7:
>0:37.92,110.1;37.21,110.88;
#8:
>0:40.24,115.58;39.0,115.82;
#9:
>0:39.14,115.99;39.87,115.44;
#10:
>0:39.52,115.08;39.67,115.48;
#11:
>0:38.06,115.02;35.34,113.08;36.54,109.72;
#12:
>0:31.31,109.45;32.71,110.22;33.57,111.44;35.97,109.16;38.52,106.21;39.47,107.42;
#13:
>0:39.55,115.74;40.31,116.3;
#14:
>0:31.24,109.47;31.79,110.92;31.66,111.68;34.25,110.15;35.99,109.18;39.01,110.88;
#15:
>0:39.03,115.67;39.52,116.34;
#16:
>0:40.1,116.52;40.27,116.53;
#17:
>0:40.01,115.47;39.75,115.97;
#18:
>0:33.41,110.16;35.93,110.76;37.47,112.09;37.34,116.07;
#19:
>0:38.16,114.73;35.47,116.33;35.27,114.2;31.83,112.41;
#20:
>0:38.97,115.45;39.47,115.61;
#21:
>0:30.94,116.35;31.26,113.97;29.6,112.98;
#22:
>0:33.63,106.9;32.26,108.85;32.55,111.26;
#23:
>0:37.12,108.03;36.78,110.1;36.03,113.19;34.78,113.89;30.2,113.19;
#24:
>0:40.57,115.62;39.67,115.86;
#25:
>0:30.56,108.75;31.67,111.03;32.85,112.18;33.53,111.06;35.59,108.55;39.75,111.34;
#26:
>0:38.86,115.71;38.95,115.72;
#27:
>0:39.33,116.62;39.17,116.36;
#28:
>0:40.54,116.6;38.94,116.62;
#29:
>0:32.59,114.92;34.57,112.73;36.48,110.09;
#30:
>0:39.26,115.29;39.75,116.01;
#31:
>0:40.18,116.08;39.47,115.7;
#32:
>0:36.47,108.4;36.1,108.42;
#33:
>0:36.14,110.63;33.44,110.23;33.52,107.02;
#34:
>0:35.46,107.61;34.78,108.71;34.89,109.78;36.07,110.01;36.58,114.14;
#35:
>0:39.05,115.95;39.83,116.33;
#36:
>0:34.45,108.11;33.53,110.54;34.62,113.13;
#37:
>0:38.19,109.04;37.87,106.54;
#38:
>0:39.24,114.5;39.42,116.25;38.5,113.64;35.41,111.86;33.58,113.5;31.04,112.95;
#39:
>0:39.01,115.51;40.22,115.06;
#40:
>0:33.88,115.32;34.78,114.3;
#41:
>0:40.42,116.02;40.12,115.17;
#42:
>0:37.93,108.41;35.76,111.17;35.87,112.72;34.55,113.39;29.87,111.83;
#43:
