#0:
>0:40.4,116.5;39.74,116.98;
#1:
>0:40.32,116.16;40.33,117.01;
#2:
>0:40.47,116.9;40.37,116.56;
#3:
>0:35.84,118.24;35.53,118.33;34.11,116.69;
#4:
>0:34.08,117.62;33.76,118.12;
#5:
>0:39.74,117.17;39.47,116.77;
#6:
>0:40.05,116.43;39.93,116.1;
#7:
>0:39.78,116.43;40.39,116.82;
#8:
>0:39.8,116.76;40.28,116.52;
#9:
>0:40.48,116.2;39.69,116.46;
#10:
>0:40.23,116.66;40.57,116.36;
#11:
>0:40.69,116.84;39.99,116.73;
#12:
>0:40.69,116.44;40.4,116.48;
#13:
>0:40.01,116.27;40.9,116.89;
#14:
>0:39.78,116.79;40.12,116.79;
#15:
>0:40.45,116.25;39.59,116.66;
#16:
>0:39.81,117.49;38.9,118.75;39.17,119.59;39.08,120.25;39.86,121.0;
#17:
>0:40.03,116.65;39.67,117.7;37.55,117.0;37.5,118.33;35.9,120.03;
#18:
>0:34.23,119.37;35.48,118.14;34.17,117.69;
#19:
>0:40.43,116.95;40.57,116.6;
#20:
>0:39.63,116.87;40.43,116.53;
#21:
>0:39.66,116.29;40.26,116.52;
#22:
>0:34.45,116.57;33.36,117.45;32.76,118.07;
#23:
>0:37.46,118.87;36.24,120.16;35.24,121.36;
#24:
>0:34.51,120.59;36.19,119.62;37.62,118.24;38.44,117.09;
#25:
>0:32.38,120.94;31.29,121.16;
#26:
>0:39.84,116.77;40.36,116.79;
#27:
>0:32.86,117.12;35.11,118.23;34.03,118.33;32.39,120.41;
#28:
>0:40.7,116.08;39.66,116.73;
#29:
>0:40.67,116.72;40.02,116.18;
#30:
>0:40.4,116.79;40.7,116.29;
#31:
>0:40.82,116.34;39.86,116.31;
#32:
>0:40.83,116.37;40.23,116.53;
#33:
>0:39.56,116.3;40.18,116.87;
#34:
>0:40.24,116.6;40.85,116.53;
#35:
>0:39.18,117.28;40.46,116.65;
#36:
>0:40.27,116.11;40.44,116.52;
#37:
>0:38.45,118.32;36.26,118.16;
#38:
>0:37.89,118.88;37.43,118.08;36.77,119.45;33.59,118.26;
#39:
>0:35.79,116.8;34.54,116.59;35.69,118.44;
#40:
>0:39.84,116.77;39.53,116.51;
#41:
>0:40.56,116.48;40.0,116.59;
#42:
>0:40.34,116.71;40.38,116.46;
#43:
>0:36.32,119.91;35.14,120.51;
#44:
>0:40.04,116.91;40.16,116.57;
#45:
>0:35.45,116.65;36.62,117.67;37.52,117.41;35.93,117.93;37.79,119.48;38.04,120.64;
#46:
>0:40.71,116.26;40.61,116.43;
#47:
>0:39.79,116.73;40.56,116.47;
#48:
>0:39.54,118.61;38.13,118.57;37.11,119.04;36.41,120.16;32.86,121.22;
#49:
>0:40.83,116.5;40.18,116.94;
#50:
>0:38.01,116.66;35.96,116.7;34.53,116.6;34.45,117.81;31.73,116.25;
#51:
>0:31.88,121.39;34.12,121.18;35.07,120.5;35.94,119.3;37.54,118.99;
#52:
>0:38.9,118.97;37.67,118.3;
#53:
>0:40.77,116.94;40.56,116.46;
#54:
>0:39.95,116.13;39.97,116.45;
