#0:
>0:32.81,160.63;28.19,126.22;
#1:
>0:43.04,132.98;38.17,120.14;
#2:
>0:39.99,101.21;37.49,101.23;
#3:
>0:40.77,95.39;41.58,114.51;
#4:
>0:41.13,93.31;46.34,103.06;
#5:
>0:41.96,142.95;41.07,104.61;
#6:
>0:41.88,107.84;42.48,60.54;
#7:
>0:38.55,96.49;38.69,95.75;
#8:
>0:41.44,97.56;42.05,107.5;
#9:
>0:41.05,94.41;42.83,94.67;
#10:
>0:38.91,130.68;40.14,123.22;
#11:
>0:41.55,106.78;39.89,133.14;
#12:
>0:41.15,134.86;41.14,135.51;
#13:
>0:40.53,101.33;42.93,141.59;
#14:
>0:38.14,105.52;42.92,107.8;
#15:
>0:39.99,106.66;37.88,132.68;
#16:
>0:43.1,100.63;40.24,121.72;
#17:
>0:37.16,118.75;42.2,131.11;
#18:
>0:38.28,133.06;37.29,105.62;
#19:
>0:37.69,101.36;43.13,94.68;
#20:
>0:39.02,107.51;41.5,143.17;
#21:
>0:43.29,143.07;38.41,147.24;
#22:
>0:40.62,144.75;38.51,115.78;
#23:
>0:39.19,118.52;40.35,107.02;
#24:
>0:40.43,66.49;42.98,74.53;
#25:
>0:42.12,137.97;39.21,126.67;
#26:
>0:42.59,134.75;42.68,105.03;
#27:
>0:42.77,107.51;40.1,100.94;
#28:
>0:41.13,137.6;41.85,143.07;
#29:
>0:40.3,117.53;42.52,146.56;
#30:
>0:41.56,96.91;40.21,107.49;
#31:
>0:43.06,126.09;37.73,90.4;
#32:
>0:41.4,141.42;42.85,100.51;
#33:
>0:37.15,107.92;40.12,123.21;
#34:
>0:37.99,116.03;37.44,124.78;
#35:
>0:28.07,134.56;32.06,73.63;43.22,129.05;
#36:
>0:39.63,91.56;41.63,141.01;
#37:
>0:38.94,122.62;40.88,141.34;
#38:
>0:39.85,129.59;40.11,100.04;
#39:
>0:42.44,130.6;42.18,95.11;
#40:
>0:40.91,107.82;40.51,133.45;
#41:
>0:40.01,167.48;40.51,74.67;46.41,109.84;40.69,23.79;51.42,-117.16;
#42:
>0:38.93,105.19;43.11,130.33;
#43:
>0:42.54,90.11;42.52,128.02;
#44:
>0:42.84,146.35;42.35,74.75;44.29,3.85;38.02,-109.8;
#45:
>0:42.92,97.94;38.92,129.07;
#46:
>0:40.74,119.74;37.56,128.05;
#47:
>0:39.09,147.16;42.4,94.45;
#48:
>0:39.25,107.33;43.15,133.58;
#49:
>0:43.22,111.33;42.79,121.5;
#50:
>0:41.28,90.72;40.49,129.59;
#51:
>0:38.2,141.23;38.28,112.04;
#52:
>0:40.42,95.99;40.77,61.13;
#53:
>0:38.21,106.63;43.1,143.76;
#54:
>0:38.07,108.48;37.31,110.7;
#55:
>0:52.48,50.52;57.87,67.74;
#56:
>0:37.91,132.52;37.43,130.65;
#57:
>0:38.76,126.0;42.77,148.92;
#58:
>0:37.64,103.43;41.18,142.04;
#59:
>0:42.29,135.0;37.12,91.31;
#60:
>0:44.21,23.74;45.11,-56.31;36.0,-33.08;27.27,13.0;
#61:
>0:41.49,115.3;42.49,130.1;
#62:
>0:39.7,144.21;38.93,119.2;
#63:
>0:37.93,101.28;43.19,128.64;
#64:
>0:42.03,94.85;39.76,97.05;
#65:
>0:38.3,132.71;40.86,125.36;
#66:
>0:47.4,-20.24;58.06,-9.52;
#67:
>0:41.01,90.6;40.68,98.3;
#68:
>0:44.68,120.75;39.64,119.7;29.05,168.33;27.63,111.91;
#69:
>0:42.52,124.11;42.05,131.78;
#70:
>0:42.35,106.92;37.63,147.11;
#71:
>0:42.54,143.34;37.72,141.26;
#72:
>0:32.06,-147.16;35.55,-77.89;40.42,-88.33;52.51,-102.72;
#73:
>0:41.39,118.27;40.75,93.29;
#74:
>0:37.18,138.7;42.73,109.1;
#75:
>0:37.98,175.72;42.43,66.55;48.41,33.66;54.96,-13.93;55.25,-113.17;58.49,-161.15;
#76:
>0:40.37,148.65;38.04,146.78;
#77:
>0:39.94,96.03;39.57,90.22;
#78:
>0:41.91,117.15;43.18,139.91;
#79:
>0:22.98,133.99;29.5,93.93;33.03,24.25;31.35,-45.18;33.0,-104.44;31.43,-146.05;
#80:
>0:41.11,120.87;37.63,129.97;
#81:
>0:41.53,93.47;38.43,135.11;
#82:
>0:38.42,137.61;39.26,113.76;
#83:
>0:38.46,129.25;43.04,105.65;
#84:
>0:42.38,97.17;43.38,149.44;51.76,165.55;51.56,112.98;36.28,124.87;
#85:
>0:40.37,144.57;42.29,123.93;
#86:
>0:41.03,12.63;45.57,88.0;47.9,139.07;
#87:
>0:42.16,129.39;41.0,117.13;
#88:
>0:42.34,106.76;38.98,129.23;
#89:
>0:41.44,126.84;38.29,142.45;
#90:
>0:33.32,166.51;29.18,61.96;32.93,26.83;33.68,-0.37;28.82,-76.18;
#91:
>0:41.77,95.8;37.76,106.66;
#92:
>0:37.53,107.75;41.73,101.89;
#93:
>0:25.18,96.68;22.56,118.69;
#94:
>0:38.68,107.23;38.46,149.32;
#95:
>0:25.12,117.55;24.34,111.95;
#96:
